layer,index,singular_value
3,44,48.629426992456054
3,45,47.49250230523735
3,46,46.56200082387143
3,47,46.19387853604908
3,48,45.34767860394946
3,49,44.11897969633258
3,50,42.94174240141982
3,51,42.2007595822384
3,52,41.512079622764254
3,53,41.14635697667376
3,54,40.28611365298306
3,55,39.87745412874715
3,56,39.105770540144924
3,57,37.929648462944456
3,58,37.70040116267791
3,59,36.87815341541455
3,60,36.83491496779707
3,61,36.25244560451264
3,62,35.580062029076714
3,63,34.774882457292726
3,64,34.629023998349155
3,65,33.771196743646314
3,66,33.19927165968454
3,67,32.936149068158954
3,68,32.66178858998174
3,69,32.26789419614393
3,70,31.808110584862643
3,71,31.42099082862662
3,72,31.239481507828437
3,73,30.814723277521427
3,74,30.500020636826743
3,75,30.114540297503964
3,76,29.42322007310942
3,77,29.240774480181543
3,78,28.960177404997662
3,79,28.78555075827683
3,80,28.432840389102488
3,81,28.051462880476553
3,82,27.746245988837046
3,83,27.401175110183498
3,84,27.169048211093152
3,85,26.876329717529437
3,86,26.66767648434224
3,87,26.313264561576283
3,88,26.295483426413526
3,89,25.666252955323
3,90,25.44953280701013
3,91,25.125490181689482
3,92,24.94890862424914
3,93,24.664673117131116
3,94,24.570288531372093
3,95,24.517750515301813
3,96,23.99967614226168
3,97,23.88279280531068
3,98,23.45701088223992
3,99,23.351114243231436
3,100,22.916819087768605
3,101,22.859083348450806
3,102,22.56547570069332
3,103,22.254369462843904
3,104,21.97857902332448
3,105,21.7936391549611
3,106,21.63199238167365
3,107,21.217481920934627
3,108,21.06326058145552
3,109,20.727450982181228
3,110,19.800742098545975
3,111,19.480533894083585
3,112,19.204610354489937
3,113,18.833937688457414
3,114,18.384573570090645
3,115,18.02291125431281
3,116,17.68081138162869
3,117,17.32143861354165
3,118,17.15902177206987
3,119,16.776558232968892
3,120,16.048642676187836
3,121,12.993885528840993
3,122,12.63159534183875
3,123,12.592444921392088
3,124,11.97132659816231
3,125,11.553985638318947
